S K T
Phone No: 9150366098


Expense Transactions
Dated: 2023-04-01-2024-03-31


Date,Serial No.,Exp. Name,Pymt Mode,Amt.,Notes
10-08-2023,1664,TEA,Cash,40.0,""
10-08-2023,1663,Transportation & Travel Expense,Cash,3160.0,""
09-08-2023,1662,Employee Salaries & Advances,Cash,11000.0,""
09-08-2023,1661,LOADMAN CHARGES,Cash,400.0,""
09-08-2023,1660,WATER CAN,Cash,30.0,""
09-08-2023,1659,Rent Expense,Bank,15000.0,""
09-08-2023,1658,TEA,Cash,250.0,""
08-08-2023,1657,Raw Material,Bank,610.0,""
08-08-2023,1656,LOADMAN CHARGES,Cash,500.0,""
08-08-2023,1655,Employee Salaries & Advances,Cash,500.0,""
08-08-2023,1654,TRAVEL EXPENSE (KIRAN),Bank,1130.0,""
08-08-2023,1653,TRAVEL EXPENSE (KIRAN),Cash,6400.0,""
08-08-2023,1652,TEA,Cash,40.0,""
08-08-2023,1651,FOOD,Cash,300.0,""
08-08-2023,1650,Transportation & Travel Expense,Cash,220.0,""
08-08-2023,1649,Transportation & Travel Expense,Cash,220.0,""
07-08-2023,1648,TEA,Cash,20.0,""
07-08-2023,1647,UKESH SAVINGS,Cash,10000.0,""
07-08-2023,1646,FOOD,Cash,100.0,""
05-08-2023,1645,LOADMAN CHARGES,Cash,140.0,""
05-08-2023,1644,WATER CAN,Cash,60.0,""
03-08-2023,1643,TEA,Cash,50.0,""
03-08-2023,1642,LOADMAN CHARGES,Cash,140.0,""
02-08-2023,1641,TEA,Cash,215.0,""
02-08-2023,1640,LOADMAN CHARGES,Cash,210.0,""
31-07-2023,1639,Transportation & Travel Expense,Cash,1900.0,""
31-07-2023,1638,PETROL,Cash,100.0,""
31-07-2023,1637,WATER CAN,Cash,30.0,""
31-07-2023,1636,LOADMAN CHARGES,Cash,420.0,""
31-07-2023,1635,TEA,Cash,40.0,""
31-07-2023,1634,TRAVEL EXPENSE (KIRAN),Bank,700.0,""
31-07-2023,1633,WATER CAN,Cash,30.0,""
29-07-2023,1632,Bank Fee and Charges,Bank,20.0,""
29-07-2023,1631,Bank Fee and Charges,Bank,310.0,""
29-07-2023,1630,TEA,Cash,100.0,""
28-07-2023,1629,Transportation & Travel Expense,Cash,600.0,""
28-07-2023,1628,TEA,Cash,100.0,""
28-07-2023,1627,AUDITOR,Cash,1500.0,""
28-07-2023,1626,POOJA MATERIAL,Cash,100.0,""
28-07-2023,1625,FOOD,Cash,100.0,""
26-07-2023,1624,FOOD,Cash,100.0,""
26-07-2023,1623,Employee Salaries & Advances,Bank,239.0,""
26-07-2023,1622,WATER CAN,Cash,60.0,""
26-07-2023,1621,LOADMAN CHARGES,Cash,350.0,""
25-07-2023,1620,TEA,Cash,200.0,""
25-07-2023,1619,COURIER,Cash,290.0,""
25-07-2023,1618,Transportation & Travel Expense,Cash,220.0,""
25-07-2023,1617,Transportation & Travel Expense,Cash,1140.0,""
21-07-2023,1616,LOADMAN CHARGES,Cash,140.0,""
21-07-2023,1615,WATER CAN,Cash,30.0,""
21-07-2023,1614,POOJA MATERIAL,Cash,130.0,""
21-07-2023,1613,Transportation & Travel Expense,Cash,300.0,""
20-07-2023,1612,TEA,Cash,60.0,""
20-07-2023,1611,Raw Material,Cash,100.0,""
19-07-2023,1610,KIRAN &UKESH SPLIT ,Cash,10000.0,""
19-07-2023,1609,TEA,Cash,200.0,""
19-07-2023,1608,LOADMAN CHARGES,Cash,70.0,""
19-07-2023,1607,LOADMAN CHARGES,Cash,160.0,""
19-07-2023,1606,WATER CAN,Cash,60.0,""
19-07-2023,1605,Transportation & Travel Expense,Cash,1200.0,""
18-07-2023,1604,TEA,Cash,100.0,""
18-07-2023,1603,Transportation & Travel Expense,Cash,1450.0,""
18-07-2023,1602,UKESH SAVINGS,Cash,11200.0,""
17-07-2023,1601,Printing and Stationery,Bank,1308.0,""
17-07-2023,1600,LOADMAN CHARGES,Cash,70.0,""
17-07-2023,1599,KIRAN SAVINGS,Bank,15000.0,""
17-07-2023,1598,TEA,Cash,40.0,""
17-07-2023,1597,LOADMAN CHARGES,Cash,140.0,""
15-07-2023,1596,LOADMAN CHARGES,Cash,140.0,""
15-07-2023,1595,Transportation & Travel Expense,Cash,200.0,""
15-07-2023,1594,TEA,Cash,250.0,""
15-07-2023,1593,Raw Material,Cash,60.0,""
14-07-2023,1592,TEA,Cash,30.0,""
14-07-2023,1591,LOADMAN CHARGES,Cash,140.0,""
14-07-2023,1590,watchmen,Cash,200.0,""
14-07-2023,1589,POOJA MATERIAL,Cash,60.0,""
13-07-2023,1588,FOOD,Cash,230.0,""
13-07-2023,1587,LOADMAN CHARGES,Cash,140.0,""
13-07-2023,1586,WATER CAN,Cash,60.0,""
13-07-2023,1585,Transportation & Travel Expense,Cash,2500.0,""
12-07-2023,1584,TEA,Cash,50.0,""
12-07-2023,1583,Transportation & Travel Expense,Cash,230.0,""
12-07-2023,1582,COURIER,Cash,250.0,""
12-07-2023,1581,FOOD,Cash,100.0,""
12-07-2023,1580,Raw Material,Cash,610.0,""
11-07-2023,1579,TEA,Cash,40.0,""
11-07-2023,1578,FOOD,Cash,250.0,""
11-07-2023,1577,Transportation & Travel Expense,Cash,1800.0,""
10-07-2023,1576,Bank Fee and Charges,Bank,30.0,""
10-07-2023,1575,TEA,Cash,40.0,""
10-07-2023,1574,LOADMAN CHARGES,Cash,210.0,""
10-07-2023,1573,Rent Expense,Bank,15000.0,""
10-07-2023,1572,TRAVEL EXPENSE(UKESH),Cash,800.0,""
10-07-2023,1571,TRAVEL EXPENSE(UKESH),Cash,3500.0,""
10-07-2023,1570,FOOD,Cash,50.0,""
10-07-2023,1569,Transportation & Travel Expense,Cash,600.0,""
08-07-2023,1568,TEA,Cash,120.0,""
08-07-2023,1567,LOADMAN CHARGES,Cash,140.0,""
08-07-2023,1566,WATER CAN,Cash,30.0,""
08-07-2023,1565,Transportation & Travel Expense,Cash,520.0,""
08-07-2023,1564,Raw Material,Cash,700.0,""
07-07-2023,1563,LOADMAN CHARGES,Cash,140.0,""
07-07-2023,1562,TEA,Cash,250.0,""
07-07-2023,1561,POOJA MATERIAL,Cash,60.0,""
06-07-2023,1560,LOADMAN CHARGES,Cash,210.0,""
06-07-2023,1559,TEA,Cash,60.0,""
05-07-2023,1558,TEA,Cash,40.0,""
05-07-2023,1557,Transportation & Travel Expense,Cash,5510.0,""
05-07-2023,1556,WATER CAN,Cash,60.0,""
05-07-2023,1555,LOADMAN CHARGES,Cash,140.0,""
04-07-2023,1554,TEA,Cash,60.0,""
04-07-2023,1553,COURIER,Cash,60.0,""
04-07-2023,1552,LOADMAN CHARGES,Cash,210.0,""
04-07-2023,1551,Transportation & Travel Expense,Cash,170.0,""
04-07-2023,1550,Transportation & Travel Expense,Cash,760.0,""
04-07-2023,1549,Transportation & Travel Expense,Cash,600.0,""
04-07-2023,1548,Transportation & Travel Expense,Cash,440.0,""
04-07-2023,1547,Raw Material,Cash,1050.0,""
03-07-2023,1546,Bank Fee and Charges,Bank,90.0,""
03-07-2023,1545,LOADMAN CHARGES,Cash,280.0,""
03-07-2023,1544,Employee Salaries & Advances,Cash,10000.0,""
03-07-2023,1543,TEA,Cash,250.0,""
03-07-2023,1542,Raw Material,Cash,250.0,""
03-07-2023,1541,GOVRENMENT EXPENSE,Bank,2438.0,""
03-07-2023,1540,Transportation & Travel Expense,Cash,220.0,""
01-07-2023,1539,LOADMAN CHARGES,Cash,290.0,""
01-07-2023,1538,TRAVEL EXPENSE (KIRAN),Cash,3300.0,""
01-07-2023,1537,Bank Fee and Charges,Bank,15.0,""
01-07-2023,1536,TEA,Cash,60.0,""
01-07-2023,1535,Transportation & Travel Expense,Cash,230.0,""
30-06-2023,1534,Transportation & Travel Expense,Cash,950.0,""
30-06-2023,1533,LOADMAN CHARGES,Cash,300.0,""
30-06-2023,1532,FOOD,Cash,200.0,""
30-06-2023,1531,Raw Material,Cash,190.0,""
30-06-2023,1530,POOJA MATERIAL,Cash,60.0,""
30-06-2023,1529,Transportation & Travel Expense,Cash,750.0,""
28-06-2023,1528,TEA,Cash,80.0,""
28-06-2023,1527,Transportation & Travel Expense,Cash,200.0,""
28-06-2023,1526,LOADMAN CHARGES,Cash,140.0,""
29-06-2023,1525,LOADMAN CHARGES,Cash,140.0,""
29-06-2023,1524,TEA,Cash,200.0,""
27-06-2023,1523,TEA,Cash,20.0,""
27-06-2023,1522,LOADMAN CHARGES,Cash,210.0,""
27-06-2023,1521,Transportation & Travel Expense,Cash,500.0,""
27-06-2023,1520,Employee Salaries & Advances,Cash,279.0,""
27-06-2023,1519,Transportation & Travel Expense,Cash,220.0,""
26-06-2023,1518,TEA,Cash,80.0,""
26-06-2023,1517,HOME EXPENSE,Cash,2000.0,""
24-06-2023,1516,TEA,Cash,30.0,""
24-06-2023,1515,LOADMAN CHARGES,Cash,140.0,""
24-06-2023,1514,Transportation & Travel Expense,Cash,300.0,""
23-06-2023,1513,TEA,Cash,30.0,""
23-06-2023,1512,WATER CAN,Cash,30.0,""
23-06-2023,1511,Transportation & Travel Expense,Cash,1000.0,""
23-06-2023,1510,EB BILL,Bank,2306.0,""
23-06-2023,1509,LOADMAN CHARGES,Cash,70.0,""
23-06-2023,1508,POOJA MATERIAL,Cash,60.0,""
22-06-2023,1507,TEA,Cash,40.0,""
22-06-2023,1506,Transportation & Travel Expense,Cash,620.0,""
22-06-2023,1505,LOADMAN CHARGES,Cash,70.0,""
21-06-2023,1504,LOADMAN CHARGES,Cash,210.0,""
21-06-2023,1503,TEA,Cash,50.0,""
21-06-2023,1502,Transportation & Travel Expense,Cash,500.0,""
21-06-2023,1501,Transportation & Travel Expense,Cash,650.0,""
20-06-2023,1500,TEA,Cash,60.0,""
20-06-2023,1499,WATER CAN,Cash,60.0,""
20-06-2023,1498,LOADMAN CHARGES,Cash,560.0,""
20-06-2023,1497,FOOD,Cash,310.0,""
20-06-2023,1496,Transportation & Travel Expense,Cash,550.0,""
20-06-2023,1495,Transportation & Travel Expense,Cash,1200.0,""
20-06-2023,1494,Transportation & Travel Expense,Cash,1800.0,""
19-06-2023,1493,TEA,Cash,100.0,""
17-06-2023,1492,Transportation & Travel Expense,Cash,150.0,""
17-06-2023,1491,LOADMAN CHARGES,Cash,70.0,""
17-06-2023,1490,TEA,Cash,50.0,""
17-06-2023,1489,AUDITOR,Cash,1500.0,""
17-06-2023,1488,Raw Material,Cash,60.0,""
17-06-2023,1487,Employee Salaries & Advances,Cash,250.0,""
16-06-2023,1486,POOJA MATERIAL,Cash,50.0,""
16-06-2023,1485,LOADMAN CHARGES,Cash,140.0,""
16-06-2023,1484,TEA,Cash,100.0,""
15-06-2023,1483,LOADMAN CHARGES,Cash,70.0,""
15-06-2023,1482,TEA,Cash,40.0,""
15-06-2023,1481,Transportation & Travel Expense,Cash,440.0,""
15-06-2023,1480,WATER CAN,Cash,60.0,""
14-06-2023,1479,TEA,Cash,100.0,""
14-06-2023,1478,LOADMAN CHARGES,Cash,280.0,""
13-06-2023,1477,Raw Material,Cash,1700.0,""
13-06-2023,1476,COURIER,Cash,160.0,""
13-06-2023,1475,TEA,Cash,160.0,""
13-06-2023,1474,Bank Fee and Charges,Bank,1770.0,""
12-06-2023,1473,TEA,Cash,50.0,""
12-06-2023,1472,LOADMAN CHARGES,Cash,350.0,""
12-06-2023,1471,Transportation & Travel Expense,Cash,420.0,""
12-06-2023,1470,Transportation & Travel Expense,Cash,600.0,""
12-06-2023,1469,WATER CAN,Cash,30.0,""
12-06-2023,1468,watchmen,Cash,200.0,""
10-06-2023,1467,LOADMAN CHARGES,Cash,140.0,""
10-06-2023,1466,FOOD,Cash,100.0,""
10-06-2023,1465,TEA,Cash,50.0,""
10-06-2023,1464,Transportation & Travel Expense,Bank,290.0,""
10-06-2023,1463,recharge,Bank,240.0,""
10-06-2023,1462,WATER CAN,Cash,30.0,""
09-06-2023,1461,TEA,Cash,50.0,""
09-06-2023,1460,LOADMAN CHARGES,Cash,70.0,""
09-06-2023,1459,Raw Material,Cash,1000.0,""
09-06-2023,1458,FOOD,Cash,200.0,""
08-06-2023,1457,LOADMAN CHARGES,Cash,140.0,""
08-06-2023,1456,Transportation & Travel Expense,Cash,6700.0,""
07-06-2023,1455,LOADMAN CHARGES,Cash,490.0,""
07-06-2023,1454,TEA,Cash,50.0,""
07-06-2023,1453,Transportation & Travel Expense,Cash,590.0,""
07-06-2023,1452,Transportation & Travel Expense,Cash,220.0,""
07-06-2023,1451,Transportation & Travel Expense,Cash,770.0,""
07-06-2023,1450,Transportation & Travel Expense,Cash,1070.0,""
07-06-2023,1449,FOOD,Cash,250.0,""
07-06-2023,1447,Bank Fee and Charges,Bank,60.0,""
05-06-2023,1446,WATER CAN,Cash,30.0,""
03-06-2023,1445,Employee Salaries & Advances,Cash,10000.0,""
03-06-2023,1444,TEA,Cash,40.0,""
03-06-2023,1443,LOADMAN CHARGES,Cash,70.0,""
03-06-2023,1442,Transportation & Travel Expense,Cash,300.0,""
03-06-2023,1441,Rent Expense,Bank,15000.0,""
03-06-2023,1439,TRAVEL EXPENSE (KIRAN),Cash,200.0,""
03-06-2023,1438,Raw Material,Cash,200.0,""
02-06-2023,1437,LOADMAN CHARGES,Cash,420.0,""
02-06-2023,1436,KIRAN &UKESH SPLIT ,Cash,10000.0,""
02-06-2023,1435,TEA,Cash,100.0,""
02-06-2023,1434,Transportation & Travel Expense,Cash,250.0,""
02-06-2023,1433,WATER CAN,Cash,30.0,""
02-06-2023,1432,Transportation & Travel Expense,Cash,950.0,""
02-06-2023,1431,Transportation & Travel Expense,Cash,220.0,""
02-06-2023,1430,KIRAN SAVINGS,Cash,15000.0,""
02-06-2023,1429,UKESH SAVINGS,Cash,14000.0,""
02-06-2023,1428,UKESH SAVINGS,Bank,1000.0,""
02-06-2023,1427,POOJA MATERIAL,Cash,50.0,""
02-06-2023,1426,FOOD,Cash,50.0,""
02-06-2023,1425,TRAVEL EXPENSE(UKESH),Cash,4260.0,""
01-06-2023,1424,LOADMAN CHARGES,Cash,210.0,""
01-06-2023,1423,TEA,Cash,210.0,""
01-06-2023,1422,Raw Material,Bank,6710.0,""
31-05-2023,1421,LOADMAN CHARGES,Cash,140.0,""
31-05-2023,1420,TEA,Cash,110.0,""
30-05-2023,1419,TEA,Cash,100.0,""
30-05-2023,1418,TRAVEL EXPENSE (KIRAN),Cash,2100.0,""
30-05-2023,1417,Transportation & Travel Expense,Cash,9000.0,""
30-05-2023,1416,WATER CAN,Cash,30.0,""
30-05-2023,1415,LOADMAN CHARGES,Cash,210.0,""
30-05-2023,1414,TRAVEL EXPENSE(UKESH),Bank,410.0,""
29-05-2023,1413,Bank Fee and Charges,Bank,12.0,""
27-05-2023,1412,WATER CAN,Cash,60.0,""
29-05-2023,1411,TEA,Cash,50.0,""
27-05-2023,1409,TEA,Cash,50.0,""
26-05-2023,1408,TEA,Cash,20.0,""
27-05-2023,1407,LOADMAN CHARGES,Cash,280.0,""
26-05-2023,1406,Transportation & Travel Expense,Cash,660.0,Kannimaar
25-05-2023,1405,TEA,Cash,50.0,""
24-05-2023,1404,recharge,Cash,265.0,""
24-05-2023,1403,TEA,Cash,20.0,""
24-05-2023,1402,Transportation & Travel Expense,Cash,200.0,Lock charges - Star
23-05-2023,1401,LOADMAN CHARGES,Cash,90.0,""
22-05-2023,1400,Transportation & Travel Expense,Cash,220.0,""
22-05-2023,1399,TEA,Cash,100.0,""
22-05-2023,1398,LOADMAN CHARGES,Cash,50.0,""
20-05-2023,1397,LOADMAN CHARGES,Cash,70.0,""
20-05-2023,1396,WATER CAN,Cash,30.0,""
19-05-2023,1395,TEA,Cash,20.0,""
19-05-2023,1394,LOADMAN CHARGES,Cash,420.0,""
19-05-2023,1393,POOJA MATERIAL,Cash,200.0,""
18-05-2023,1392,FOOD,Cash,150.0,""
17-05-2023,1391,LOADMAN CHARGES,Cash,70.0,""
17-05-2023,1390,TEA,Cash,20.0,""
17-05-2023,1389,Raw Material,Bank,4000.0,""
17-05-2023,1388,FOOD,Cash,200.0,""
17-05-2023,1387,WATER CAN,Cash,30.0,""
16-05-2023,1386,TEA,Cash,50.0,""
16-05-2023,1385,FOOD,Cash,100.0,""
16-05-2023,1384,Employee Salaries & Advances,Cash,470.0,""
16-05-2023,1383,Transportation & Travel Expense,Cash,440.0,""
15-05-2023,1382,TEA,Cash,20.0,""
15-05-2023,1381,WATER CAN,Cash,30.0,""
13-05-2023,1380,TEA,Cash,40.0,""
13-05-2023,1379,Transportation & Travel Expense,Cash,600.0,""
13-05-2023,1378,Raw Material,Cash,120.0,""
13-05-2023,1377,POOJA MATERIAL,Cash,200.0,""
13-05-2023,1376,COURIER,Cash,20.0,""
13-05-2023,1375,TEA,Cash,80.0,""
12-05-2023,1374,TEA,Cash,40.0,""
11-05-2023,1373,WATER CAN,Cash,30.0,""
11-05-2023,1372,LOADMAN CHARGES,Cash,140.0,""
11-05-2023,1371,TEA,Cash,40.0,""
10-05-2023,1370,TEA,Cash,40.0,""
09-05-2023,1369,TEA,Cash,20.0,""
09-05-2023,1368,LOADMAN CHARGES,Cash,140.0,""
09-05-2023,1367,Transportation & Travel Expense,Cash,950.0,""
09-05-2023,1366,AUDITOR,Cash,1500.0,""
08-05-2023,1365,LOADMAN CHARGES,Cash,70.0,""
08-05-2023,1364,FOOD,Cash,200.0,""
08-05-2023,1363,Raw Material,Cash,410.0,""
08-05-2023,1362,Transportation & Travel Expense,Cash,220.0,""
06-05-2023,1361,TEA,Cash,80.0,""
06-05-2023,1360,LOADMAN CHARGES,Cash,300.0,""
06-05-2023,1359,Rent Expense,Bank,15000.0,""
06-05-2023,1358,WATER CAN,Cash,60.0,""
06-05-2023,1357,AIRTEL BILL,Bank,240.0,""
05-05-2023,1356,TEA,Cash,40.0,""
05-05-2023,1355,POOJA MATERIAL,Cash,50.0,""
05-05-2023,1354,FOOD,Cash,60.0,""
04-05-2023,1353,KIRAN SAVINGS,Cash,15000.0,""
04-05-2023,1352,Transportation & Travel Expense,Cash,300.0,""
04-05-2023,1351,FOOD,Cash,60.0,""
04-05-2023,1350,TEA,Cash,50.0,""
03-05-2023,1349,Employee Salaries & Advances,Cash,10000.0,""
03-05-2023,1348,TEA,Cash,40.0,""
03-05-2023,1347,LOADMAN CHARGES,Cash,300.0,""
03-05-2023,1346,Raw Material,Cash,750.0,""
02-05-2023,1345,LOADMAN CHARGES,Cash,50.0,""
02-05-2023,1344,LOADMAN CHARGES,Cash,280.0,""
02-05-2023,1343,TEA,Cash,150.0,""
02-05-2023,1342,WATER CAN,Cash,30.0,""
01-05-2023,1341,FOOD,Cash,160.0,""
01-05-2023,1340,TRAVEL EXPENSE (KIRAN),Cash,3600.0,""
01-05-2023,1339,TRAVEL EXPENSE(UKESH),Cash,3675.0,""
29-04-2023,1338,TEA,Cash,100.0,""
28-04-2023,1337,LOADMAN CHARGES,Cash,170.0,""
24-04-2023,1336,Transportation & Travel Expense,Cash,220.0,KNS Lorry
28-04-2023,1335,TEA,Cash,50.0,""
27-04-2023,1334,WATER CAN,Cash,30.0,""
27-04-2023,1333,LOADMAN CHARGES,Cash,140.0,""
21-04-2023,1332,Transportation & Travel Expense,Cash,1310.0,Anmol and VRL
26-04-2023,1331,WATER CAN,Cash,30.0,""
26-04-2023,1330,Repair & Maintenance,Cash,300.0,""
26-04-2023,1329,TEA,Cash,100.0,""
26-04-2023,1328,LOADMAN CHARGES,Cash,975.0,""
25-04-2023,1327,TEA,Cash,50.0,""
24-04-2023,1326,TEA,Cash,50.0,""
24-04-2023,1325,Printing and Stationery,Cash,30.0,""
24-04-2023,1324,Transportation & Travel Expense,Cash,660.0,Kannimaar
20-04-2023,1323,WATER CAN,Cash,30.0,""
20-04-2023,1322,AUDITOR,Cash,1500.0,""
20-04-2023,1321,LOADMAN CHARGES,Cash,70.0,""
19-04-2023,1320,LOADMAN CHARGES,Cash,140.0,""
19-04-2023,1319,TEA,Cash,200.0,""
19-04-2023,1318,Transportation & Travel Expense,Cash,280.0,""
18-04-2023,1317,TEA,Cash,100.0,""
18-04-2023,1316,Raw Material,Cash,400.0,""
18-04-2023,1315,LOADMAN CHARGES,Cash,140.0,""
18-04-2023,1314,Transportation & Travel Expense,Cash,1500.0,""
18-04-2023,1313,COURIER,Cash,40.0,""
18-04-2023,1312,TEA,Cash,60.0,""
15-04-2023,1311,WATER CAN,Cash,30.0,""
15-04-2023,1310,LOADMAN CHARGES,Cash,140.0,""
15-04-2023,1309,TEA,Cash,50.0,""
14-04-2023,1308,LOADMAN CHARGES,Cash,350.0,""
14-04-2023,1307,TEA,Cash,30.0,""
13-04-2023,1306,Transportation & Travel Expense,Cash,220.0,""
13-04-2023,1305,COURIER,Cash,70.0,""
13-04-2023,1304,TEA,Cash,30.0,""
13-04-2023,1303,LOADMAN CHARGES,Cash,70.0,""
13-04-2023,1302,EB BILL,Bank,1991.0,""
13-04-2023,1301,Transportation & Travel Expense,Cash,4560.0,""
13-04-2023,1300,Raw Material,Cash,4750.0,""
13-04-2023,1299,Raw Material,Cash,750.0,""
12-04-2023,1298,TEA,Cash,40.0,""
12-04-2023,1297,watchmen,Cash,200.0,""
12-04-2023,1296,LOADMAN CHARGES,Cash,140.0,""
12-04-2023,1295,Raw Material,Cash,1250.0,""
11-04-2023,1294,AUDITOR,Cash,1500.0,""
11-04-2023,1293,LOADMAN CHARGES,Cash,210.0,""
11-04-2023,1292,TEA,Cash,100.0,""
10-04-2023,1291,WATER CAN,Cash,30.0,""
10-04-2023,1290,LOADMAN CHARGES,Cash,140.0,""
10-04-2023,1289,Transportation & Travel Expense,Cash,550.0,""
10-04-2023,1288,Transportation & Travel Expense,Cash,500.0,""
08-04-2023,1287,LOADMAN CHARGES,Cash,140.0,""
08-04-2023,1286,TEA,Cash,40.0,""
07-04-2023,1285,LOADMAN CHARGES,Cash,120.0,""
07-04-2023,1284,TEA,Cash,150.0,""
07-04-2023,1283,Transportation & Travel Expense,Cash,550.0,""
07-04-2023,1282,COURIER,Cash,150.0,""
07-04-2023,1281,POOJA MATERIAL,Cash,50.0,""
06-04-2023,1280,WATER CAN,Cash,30.0,""
06-04-2023,1279,LOADMAN CHARGES,Cash,150.0,""
06-04-2023,1278,Transportation & Travel Expense,Cash,1320.0,""
06-04-2023,1277,TEA,Cash,200.0,""
05-04-2023,1276,LOADMAN CHARGES,Cash,320.0,""
05-04-2023,1275,LOADMAN CHARGES,Cash,50.0,""
05-04-2023,1274,TEA,Cash,50.0,""
05-04-2023,1273,Rent Expense,Bank,15000.0,""
05-04-2023,1272,Transportation & Travel Expense,Cash,440.0,""
04-04-2023,1271,Raw Material,Cash,600.0,""
04-04-2023,1270,TEA,Cash,50.0,""
04-04-2023,1269,LOADMAN CHARGES,Cash,190.0,""
04-04-2023,1268,COURIER,Cash,250.0,""
04-04-2023,1267,Transportation & Travel Expense,Cash,1100.0,""
04-04-2023,1266,WATER CAN,Cash,30.0,""
03-04-2023,1265,Transportation & Travel Expense,Cash,450.0,""
03-04-2023,1264,TRAVEL EXPENSE (KIRAN),Cash,1020.0,""
03-04-2023,1263,TEA,Cash,90.0,""
03-04-2023,1262,Transportation & Travel Expense,Cash,290.0,Kannimaar
01-04-2023,1261,LOADMAN CHARGES,Cash,200.0,""
01-04-2023,1260,Employee Salaries & Advances,Cash,10500.0,""
01-04-2023,1259,TEA,Cash,50.0,""
01-04-2023,1258,KIRAN SAVINGS,Cash,15000.0,""
01-04-2023,1257,Transportation & Travel Expense,Cash,300.0,""
01-04-2023,1256,recharge,Cash,260.0,""
