S K T
Phone No: 9150366098


Cash and Bank Statement
Dated: 2023-04-01-2024-03-31


Date,Type,Txn No,Party,Invoice numbers,Mode,Paid,Received,Balance
2024-01-09,Payment-in,1324,"SHREE MAHAVEER STORE , TIRUKOVILUR","SKT001501, SKT001479",Online,0,20000.0,-
2024-01-09,Payment-in,1323,"37 CREATIONS, Chennai",SKT001838,Online,0,5100.0,-
2024-01-09,Payment-in,1322,"Sri Eshwari Cloth Stores , Mysuru","SKT001639, SKT001510",Online,0,24000.0,-
2024-01-09,Payment-out,541,"RAMDEV TRADING COMPANY , AHMEDABAD",622,Online,13104.0,0,-
2024-01-09,Payment-out,540,"RAMDEV TRADING COMPANY , AHMEDABAD","622, 618",Cash,45900.0,0,-
2024-01-09,Expense,2073,"","",Bank,4000.0,0,-
2024-01-09,Payment-out,539,"SRI VARI TRADERS , KOMARAPALAYAM, ERODE",615,Online,16800.0,0,-
2024-01-08,Expense,2072,"","",Cash,5000.0,0,-
2024-01-08,Expense,2071,"","",Bank,1900.0,0,-
2024-01-08,Expense,2070,"","",Bank,15000.0,0,-
2024-01-08,Expense,2069,"","",Bank,5000.0,0,-
2024-01-08,Expense,2068,"","",Bank,10000.0,0,-
2024-01-08,Expense,2067,"","",Cash,6940.0,0,-
2024-01-08,Payment-out,538,"SUBH LAKSHMI MARKETING , Chennai","627, 600, 599",Cash,16660.0,0,-
2024-01-08,Payment-in,1321,"RATAN FANCY STORE , TRICHY",SKT001772,Online,0,18000.0,-
2024-01-08,Payment-out,537,"SHYAM TEXTILES , PALLIPALAYAM, ERODE","616, 602, 598, 592, 589, 582, 552, 510",Cash,200000.0,0,-
2024-01-08,Payment-in,1320,"RAJA CUT PIECE , KALLAKURICHI","SKT001641, SKT001531",Online,0,5000.0,-
2024-01-08,Payment-in,1319,"MK DECORS , Chennai",SKT001681,Online,0,9188.0,-
2024-01-08,Payment-in,1318,HANEEFA TEXTILES,SKT001629,Cash,0,10000.0,-
2024-01-08,Payment-in,1317,"AMBIKA FANCY STORE, Chidambaram","SKT001700, SKT001633",Cash,0,10000.0,-
2024-01-07,Payment-in,1316,"NEW BALU VALAYAL MANDI ,  MAYILADUTHURAI","SKT001797, SKT001786",Cash,0,10900.0,-
2024-01-07,Payment-in,1315,"RAJASTHAN TRADING , MAYAVARAM, MAYILADUTHURAI",SKT001571,Cash,0,10000.0,-
2024-01-07,Payment-in,1314,"SANJAY FANCY STORE , Nagapattinam","SKT001799, SKT001788, SKT001731",Cash,0,24000.0,-
2024-01-07,Payment-in,1313,"SUNDHA FANCY STORE , THURAIYUR",SKT001620,Cash,0,10000.0,-
2024-01-06,Expense,2066,"","",Cash,1020.0,0,-
2024-01-06,Payment-in,1312,"SHIVA SHAKTI BANGLES , TINDIVANAM","",Cash,0,10000.0,-
2024-01-06,Payment-in,1311,"BISMI CUT PIECE, THANJAUR","SKT001832, SKT001776, SKT001742",Cash,0,20000.0,-
2024-01-06,Payment-in,1310,"SRI MURUGAN BANGLE STORE , TINDIVANAM",SKT001757,Cash,0,10000.0,-
2024-01-06,Payment-in,1309,TIRUMALA TEXTILES,"SKT001825, SKT001672, SKT001352",Cash,0,20000.0,-
2024-01-06,Payment-in,1308,"MAHALAKSHMI FANCY STORE , MANNARGUDI",SKT001833,Cash,0,20000.0,-
2024-01-06,Payment-in,1307,"RANUJA FANCY STORE , MANNARGUDI","SKT001688, SKT001643",Cash,0,8000.0,-
2024-01-06,Payment-in,1306,"KAVERI BANGLES STORE , THIRUVANNAMALAI",SKT001691,Cash,0,10000.0,-
2024-01-06,Payment-in,1305,BISMI CUT PIECE. Thiruvannamalai,SKT002108,Cash,0,20000.0,-
2024-01-06,Payment-in,1304,Gayathri bangles. Thiruvarur,SKT001726,Cash,0,9300.0,-
2024-01-06,Payment-in,1303,"SRI DHANALAKSHMI FANCY STORE , THIRUTHURAIPOONDI","SKT001733, SKT001390",Cash,0,20000.0,-
2024-01-05,Expense,2065,"","",Cash,560.0,0,-
2024-01-05,Payment-in,1302,"AJ TEXTILES , Villupram",SKT001795,Cheque,0,20000.0,-
2024-01-05,Payment-in,1301,"THAJ CUTPIECE CENTER, Vilupuram","SKT002217, SKT002212, SKT002198",Cash,0,43280.0,-
2024-01-05,Payment-in,1300,"SHIV SHAKTI FANCY STORE , PATTUKOTTAI,","SKT001785, SKT001609",Cash,0,5000.0,-
2024-01-05,Payment-in,1299,"ANANTHAM TEXTILES, Pattukottai","SKT001721, SKT001718, SKT001693",Cash,0,25000.0,-
2024-01-05,Payment-in,1298,"SRI POTHYS SILK EMPORIUM , VIRUDHACHALAM,",SKT001730,Cash,0,10000.0,-
2024-01-05,Payment-in,1297,"BISMI CUT PIECE, PATTUKOTTAI",SKT001720,Online,0,10000.0,-
2024-01-05,Payment-in,1296,"BISMI CUT PIECE, PATTUKOTTAI","SKT001720, SKT001709",Cash,0,20000.0,-
2024-01-05,Payment-in,1295,"SRI MAHADEV BANGLE STORE , VIRUDACHALAM",SKT001303,Cash,0,8000.0,-
2024-01-05,Payment-in,1293,RAJARAM BANGLES. JAYANKONDAM,SKT001558,Cheque,0,20000.0,-
2024-01-05,Payment-in,1294,RAJARAM BANGLES. JAYANKONDAM,"SKT001671, SKT001558",Cash,0,10000.0,-
2024-01-05,Payment-in,1291,SARASWATI BANGLES STORE ARANTHAGI,SKT001763,Cash,0,10000.0,-
2024-01-05,Payment-in,1292,"SRI SARASWATHI TOYS , PUDUKOTTAI","SKT001713, SKT001174",Cash,0,15000.0,-
2024-01-05,Payment-in,1290,"USHA NX , Trichy","SKT001850, SKT001777, SKT001746",Cash,0,21000.0,-
2024-01-04,Expense,2064,"","",Cash,840.0,0,-
2024-01-04,Payment-in,1289,"RAMDEV , Ulundurpet",SKT001855,Cash,0,9700.0,-
2024-01-04,Payment-in,1288,"RAJA CUT PIECE , KALLAKURICHI","SKT001531, SKT001503",Cheque,0,10000.0,-
2024-01-04,Payment-in,1287,"SONA BANGLES , Kallakurichi","SKT002174, SKT001783, SKT001781, SKT001732",Cash,0,43300.0,-
2024-01-04,Payment-in,1286,"K RAJ BANGLES STORE , KALLAKURICHI","",Cash,0,10000.0,-
2024-01-04,Add Money,171,"","",Online,0,15000.0,-
2024-01-04,Reduce Money,169,"","",Online,15000.0,0,-
2024-01-04,Payment-in,1285,"KRISHNA NOVELTY , Attur","",Cash,0,5000.0,-
2024-01-04,Payment-in,1284,"JAIN STORES , Attur","",Cash,0,31000.0,-
2024-01-03,Reduce Money,168,"","",Cash,50000.0,0,-
2024-01-03,Expense,2063,"","",Cash,3880.0,0,-
2024-01-03,Add Money,170,"","",Cash,0,50000.0,-
2024-01-02,Reduce Money,167,"","",Bank,50000.0,0,-
2024-01-02,Add Money,169,"","",Bank,0,50000.0,-
2023-12-30,Expense,2062,"","",Bank,2257.0,0,-
2023-12-30,Expense,2061,"","",Cash,11000.0,0,-
2023-12-30,Expense,2060,"","",Cash,3480.0,0,-
2023-12-30,Payment-out,536,"SARASWATHI ENTERPRISES , SALEM","584, 572",Cash,41000.0,0,-
2023-12-30,Payment-in,1283,"RR GIFTS ,  CUDDALORE","SKT001559, SKT001429",Online,0,15000.0,-
2023-12-30,Payment-in,1282,"SHREE RAJAGANAPATHY TEXTILES , Madurai",SKT001780,Online,0,16855.0,-
2023-12-29,Expense,2059,"","",Cash,480.0,0,-
2023-12-29,Payment-in,1281,"LABDHEE ENTERPRISES , Chennai",SKT001811,Cash,0,7220.0,-
2023-12-28,Expense,2058,"","",Cash,1700.0,0,-
2023-12-28,Reduce Money,166,"","",Bank,47530.0,0,-
2023-12-28,Add Money,168,"","",Cash,0,47530.0,-
2023-12-28,Payment-in,1280,"SHA HANJARIMAL DEVICHAND , Perambalur","SKT001839, SKT001823, SKT001743, SKT001697, SKT001692",Cash,0,57600.0,-
2023-12-28,Payment-out,535,PUKRAJ BHIMRAJ,"588, 578, 575",Cash,57600.0,0,-
2023-12-28,Payment-out,534,New narasingh hosiery,"559, 558",Cash,62154.0,0,-
2023-12-28,Payment-out,533,New narasingh hosiery,559,Cash,19800.0,0,-
2023-12-27,Payment-out,532,"GULSHAN KNITWEARS , LUDHIANA","324, 322",Online,45715.0,0,-
2023-12-27,Expense,2057,"","",Cash,3290.0,0,-
2023-12-27,Add Money,167,"","",Cash,0,29000.0,-
2023-12-27,Reduce Money,165,"","",Bank,29000.0,0,-
2023-12-27,Payment-out,531,"SARASWATHI ENTERPRISES , SALEM",572,Online,9750.0,0,-
2023-12-27,Payment-out,530,"SUMEET TEXILES , KARUR",549,Online,7920.0,0,-
2023-12-27,Payment-in,1279,"DIAMOND FANCY STORE , VANDAVASI","SKT001670, SKT001564, SKT001537, SKT001518",Cash,0,10000.0,-
2023-12-26,Expense,2056,"","",Bank,15.0,0,-
2023-12-26,Payment-out,529,"GULSHAN KNITWEARS , LUDHIANA",322,Online,47000.0,0,-
2023-12-26,Payment-out,528,"GULSHAN KNITWEARS , LUDHIANA","322, 318",Online,47000.0,0,-
2023-12-26,Expense,2055,"","",Cash,2780.0,0,-
2023-12-26,Payment-out,527,KRISHNA TRADING COMPANY,"",Online,12900.0,0,-
2023-12-25,Expense,2054,"","",Cash,950.0,0,-
2023-12-25,Payment-in,1278,"GUNA READYMADE , VILANKANNI  NAGAPATTINAM",SKT001596,Cheque,0,10000.0,-
2023-12-25,Payment-in,1277,TAMILNADU GENERAL STORE,SKT001784,Cheque,0,15000.0,-
2023-12-25,Payment-in,1276,"MAHALAXMI GENERAL STORE , WEST TAMBARAM","SKT001630, SKT001478",Cash,0,15000.0,-
2023-12-23,Payment-in,1275,HANEEFA TEXTILES,"SKT001719, SKT001629",Cheque,0,15600.0,-
2023-12-23,Expense,2053,"","",Cash,7640.0,0,-
2023-12-22,Payment-in,1274,"NFS , UTHUKOTTAI",SKT001820,Online,0,2000.0,-
2023-12-22,Payment-in,1273,"NFS , UTHUKOTTAI",SKT001820,Cash,0,1900.0,-
2023-12-22,Expense,2052,"","",Cash,3950.0,0,-
2023-12-22,Payment-in,1272,"KAVITA STORES , Karaikal, Puducherry","SKT001824, SKT001708",Online,0,29000.0,-
2023-12-22,Payment-in,1271,"S. SEKAR TEXTILES , Chennai","SKT001536, SKT001477, SKT001476",Online,0,26078.0,-
2023-12-22,Payment-out,526,"RSC TEXTILES , SOLAPUR-",606,Online,28243.0,0,-
2023-12-22,Payment-out,523,"VIVEK CAP AGENCY , Chennai","573, 531, 413, 407, 347, 341",Cash,50000.0,0,-
2023-12-21,Payment-in,1270,"NEW BALU VALAYAL MANDI ,  MAYILADUTHURAI","SKT001786, SKT001702, SKT001618",Cheque,0,15000.0,-
2023-12-21,Payment-in,1269,"37 CREATIONS, Chennai","SKT001710, SKT001602, SKT001585, SKT001580",Cheque,0,7800.0,-
2023-12-18,Payment-out,525,"RAMDEV TRADING COMPANY , AHMEDABAD",541,Online,19110.0,0,-
2023-12-18,Payment-out,524,"RAMDEV TRADING COMPANY , AHMEDABAD","570, 507",Online,18200.0,0,-
2023-12-18,Expense,2051,"","",Cash,350.0,0,-
2023-12-18,Payment-out,522,"NANAK TRADERS(KUNAL),  AHMEDABAD",543,Online,38405.0,0,-
2023-12-18,Payment-in,1268,"SHIV SHAKTI FANCY STORE , PATTUKOTTAI,",SKT001609,Online,0,3276.0,-
2023-12-18,Add Money,166,"","",Bank,0,150000.0,-
2023-12-18,Reduce Money,164,"","",Cash,150000.0,0,-
2023-12-16,Expense,2050,"","",Cash,50.0,0,-
2023-12-16,Expense,2049,"","",Cash,20.0,0,-
2023-12-16,Expense,2048,"","",Cash,420.0,0,-
2023-12-16,Expense,2047,"","",Cash,30.0,0,-
2023-12-15,Expense,2046,"","",Cash,20.0,0,-
2023-12-15,Expense,2045,"","",Cash,280.0,0,-
2023-12-15,Payment-in,1267,"PATEL IMPEX , Chennai",SKT001800,Cash,0,1080.0,-
2023-12-14,Expense,2044,"","",Cash,29230.0,0,-
2023-12-14,Payment-in,1266,"RATAN FANCY STORE , TRICHY",SKT001649,Cash,0,24000.0,-
2023-12-14,Payment-in,1265,CASH SALES,"SKT001792, SKT001683",Cash,0,1008.0,-
2023-12-14,Payment-in,1264,"DIAMOND BANGLE STORE , MADURANTHAGAM","SKT001738, SKT001711, SKT001646, SKT001584, SKT001539, SKT001490",Cash,0,16200.0,-
2023-12-14,Payment-out,521,"BANKE BIHARI METAL WORKS ,Aligarh","542, 526, 513, 512, 511, 504, 427",Cash,200000.0,0,-
2023-12-13,Add Money,165,"","",Cash,0,15600.0,-
2023-12-13,Reduce Money,163,"","",Bank,15600.0,0,-
2023-12-13,Expense,2043,"","",Bank,15000.0,0,-
2023-12-13,Expense,2042,"","",Cash,15000.0,0,-
2023-12-13,Payment-out,520,UKESH LOAN BOI,"",Cash,11000.0,0,-
2023-12-13,Payment-out,519,KIRAN LONE BOI,"",Cash,8000.0,0,-
2023-12-13,Expense,2041,"","",Cash,4860.0,0,-
2023-12-13,Payment-in,1263,"LABDHEE ENTERPRISES , Chennai","SKT001675, SKT001625",Cash,0,5110.0,-
2023-12-13,Payment-out,518,"HIRA MOTI MILLS , AHMEDABAD","546, 497",Online,36050.0,0,-
2023-12-13,Expense,2040,"","",Bank,7500.0,0,-
2023-12-13,Payment-out,516,"SUBH LAKSHMI MARKETING , Chennai",422,Cash,2835.0,0,-
2023-12-13,Payment-out,515,KRISHNA TRADING COMPANY,605,Online,26200.0,0,-
2023-12-12,Expense,2039,"","",Cash,7800.0,0,-
2023-12-11,Payment-out,517,"SUBH LAKSHMI MARKETING , Chennai","599, 577, 437, 422",Cash,17160.0,0,-
2023-12-11,Expense,2038,"","",Cash,2640.0,0,-
2023-12-11,Payment-in,1261,"SHIVA SHAKTI BANGLES , TINDIVANAM","",Cheque,0,20000.0,-
2023-12-11,Payment-in,1260,"SRI MURUGAN BANGLE STORE , TINDIVANAM","SKT002101, SKT001890, SKT001822, SKT001757",Cash,0,15000.0,-
2023-12-11,Payment-in,1259,"SANTHOSH PLASTICS , TINDIVANAM","SKT001674, SKT001354",Cash,0,15000.0,-
2023-12-11,Payment-in,1258,TIRUMALA TEXTILES,"",Cash,0,18200.0,-
2023-12-11,Payment-in,1257,"KAVERI BANGLES STORE , THIRUVANNAMALAI","",Cash,0,10000.0,-
2023-12-11,Payment-in,1256,BISMI CUT PIECE. Thiruvannamalai,SKT001583,Cash,0,20000.0,-
2023-12-11,Payment-in,1255,"SHREE MAHAVEER STORE , TIRUKOVILUR","",Cash,0,37300.0,-
2023-12-10,Payment-in,1254,"JAGDAMBA FANCY STORE , THOLUDUR","SKT001595, SKT001577, SKT001499",Cash,0,26000.0,-
2023-12-10,Payment-in,1253,"SUNDHA FANCY STORE , THURAIYUR","SKT001809, SKT001808, SKT001575",Cash,0,20000.0,-
2023-12-10,Payment-in,1252,"MAHAVEER BANGLE STORE , THURAIYUR","",Cash,0,22200.0,-
2023-12-09,Payment-in,1262,"NEW BALU VALAYAL MANDI ,  MAYILADUTHURAI",SKT001702,Cash,0,10000.0,-
2023-12-09,Expense,2037,"","",Cash,250.0,0,-
2023-12-09,Payment-in,1251,"AMBIKA FANCY STORE, Chidambaram",SKT001530,Cash,0,14000.0,-
2023-12-09,Payment-in,1250,"SANJAY FANCY STORE , Nagapattinam","SKT001731, SKT001705",Cash,0,15000.0,-
2023-12-08,Payment-in,1249,"K RAJ BANGLES STORE , KALLAKURICHI","",Cash,0,5000.0,-
2023-12-08,Expense,2035,"","",Cash,80.0,0,-
2023-12-08,Expense,2034,"","",Cash,210.0,0,-
2023-12-08,Payment-in,1248,"RAJA CUT PIECE , KALLAKURICHI","SKT001503, SKT001443",Cash,0,10000.0,-
2023-12-08,Expense,2033,"","",Cash,220.0,0,-
2023-12-08,Expense,2031,"","",Cash,50.0,0,-
2023-12-08,Payment-in,1247,"KRISHNA NOVELTY , Attur",SKT001251,Cash,0,10000.0,-
2023-12-08,Payment-in,1246,"SHUNDA TRADERS , Salem","SKT001506, SKT001485",Cash,0,20000.0,-
2023-12-07,Expense,2032,"","",Cash,250.0,0,-
2023-12-06,Expense,2030,"","",Cash,350.0,0,-
2023-12-06,Expense,2029,"","",Cash,20.0,0,-
2023-12-06,Expense,2028,"","",Cash,2500.0,0,-
2023-12-06,Payment-in,1245,"THAJ CUTPIECE CENTER, Vilupuram","SKT001736, SKT001657, SKT001613",Cash,0,40150.0,-
2023-12-06,Payment-in,1244,"SRI POTHYS SILK EMPORIUM , VIRUDHACHALAM,","",Cash,0,10000.0,-
2023-12-06,Payment-in,1243,RAJARAM BANGLES. JAYANKONDAM,"",Cash,0,38000.0,-
2023-12-05,Payment-in,1242,"SANGEETHA FASHIONS , THANJAVUR","SKT001793, SKT001582",Cash,0,10000.0,-
2023-12-05,Payment-in,1241,"BISMI CUT PIECE, THANJAUR","SKT001742, SKT001612",Cash,0,20000.0,-
2023-12-05,Payment-in,1240,"RANUJA FANCY STORE , MANNARGUDI","SKT001778, SKT001688",Cash,0,5000.0,-
2023-12-05,Payment-in,1239,"MAHALAKSHMI FANCY STORE , MANNARGUDI",SKT001725,Cash,0,15500.0,-
2023-12-05,Payment-in,1238,Gayathri bangles. Thiruvarur,"SKT001726, SKT001644, SKT001565",Cash,0,10000.0,-
2023-12-05,Payment-in,1237,"SRI DHANALAKSHMI FANCY STORE , THIRUTHURAIPOONDI","SKT001622, SKT001390",Cheque,0,25000.0,-
2023-12-05,Payment-in,1236,"JAI BHAVANI , Thiruthuraipoondi",SKT001769,Cash,0,11150.0,-
2023-12-04,Payment-in,1235,"SHIV SHAKTI FANCY STORE , PATTUKOTTAI,",SKT001609,Cash,0,4000.0,-
2023-12-04,Payment-in,1234,"BISMI CUT PIECE, PATTUKOTTAI","SKT001709, SKT001627, SKT001570",Cash,0,25000.0,-
2023-12-04,Payment-in,1233,"ANANTHAM TEXTILES, Pattukottai",SKT001693,Cash,0,20000.0,-
2023-12-04,Payment-in,1232,"SRI SARASWATHI TOYS , PUDUKOTTAI","SKT001834, SKT001713",Cash,0,20000.0,-
2023-12-04,Payment-in,1231,"USHA NX , Trichy","SKT001746, SKT001673, SKT001611",Cash,0,27800.0,-
2023-12-02,Expense,2036,"","",Cash,10900.0,0,-
2023-12-01,Expense,2027,"","",Cash,900.0,0,-
2023-12-01,Payment-out,514,"SHYAM TEXTILES , PALLIPALAYAM, ERODE","539, 514, 510, 509, 429",Cash,100000.0,0,-
2023-12-01,Expense,2026,"","",Cash,660.0,0,-
2023-12-01,Expense,2025,"","",Bank,150.0,0,-
2023-12-01,Payment-in,1230,AMBIKA FANCY STORE PONDY,SKT001762,Online,0,15600.0,-
2023-11-30,Expense,2024,"","",Bank,650.0,0,-
2023-11-30,Expense,2023,"","",Cash,12730.0,0,-
2023-11-29,Expense,2022,"","",Bank,250.0,0,-
2023-11-29,Expense,2021,"","",Cash,490.0,0,-
2023-11-29,Payment-in,1229,"JAGDISH AGENCY , Chennai","SKT001760, SKT001740",Cash,0,1245.0,-
2023-11-28,Payment-in,1228,"SRI RAM ENTERPRISES , Karnataka,",SKT001605,Online,0,14280.0,-
2023-11-28,Expense,2020,"","",Cash,250.0,0,-
2023-11-28,Expense,2019,"","",Cash,150.0,0,-
2023-11-28,Expense,2018,"","",Bank,150.0,0,-
2023-11-27,Expense,2017,"","",Cash,60.0,0,-
2023-11-27,Expense,2016,"","",Cash,70.0,0,-
2023-11-27,Expense,2015,"","",Bank,2600.0,0,-
2023-11-27,Expense,2014,"","",Cash,300.0,0,-
2023-11-27,Expense,2013,"","",Cash,200.0,0,-
2023-11-27,Expense,2012,"","",Cash,60.0,0,-
2023-11-26,Payment-in,1227,"THAJ CUTPIECE CENTER, Vilupuram","SKT001715, SKT001657",Cheque,0,31200.0,-
2023-11-25,Payment-in,1226,"GUNA READYMADE , VILANKANNI  NAGAPATTINAM",SKT001744,Cheque,0,8720.0,-
2023-11-25,Expense,2011,"","",Cash,250.0,0,-
2023-11-25,Expense,2010,"","",Cash,850.0,0,-
2023-11-25,Expense,2009,"","",Cash,50.0,0,-
2023-11-25,Expense,2008,"","",Cash,300.0,0,-
2023-11-24,Expense,2007,"","",Cash,300.0,0,-
2023-11-24,Expense,2006,"","",Cash,100.0,0,-
2023-11-24,Expense,2005,"","",Cash,100.0,0,-
2023-11-24,Expense,2004,"","",Cash,3000.0,0,-
2023-11-24,Expense,2003,"","",Cash,60.0,0,-
2023-11-24,Payment-out,513,New narasingh hosiery,557,Online,24570.0,0,-
2023-11-23,Expense,2002,"","",Cash,30.0,0,-
2023-11-23,Expense,2001,"","",Cash,200.0,0,-
2023-11-23,Expense,2000,"","",Cash,1000.0,0,-
2023-11-23,Expense,1999,"","",Bank,400.0,0,-
2023-11-23,Expense,1998,"","",Cash,550.0,0,-
2023-11-23,Expense,1997,"","",Cash,50.0,0,-
2023-11-23,Expense,1996,"","",Cash,220.0,0,-
2023-11-22,Expense,1995,"","",Cash,3000.0,0,-
2023-11-22,Expense,1994,"","",Bank,250.0,0,-
2023-11-22,Expense,1993,"","",Cash,280.0,0,-
2023-11-22,Expense,1992,"","",Cash,200.0,0,-
2023-11-22,Payment-in,1225,"LABDHEE ENTERPRISES , Chennai",SKT001724,Cash,0,5490.0,-
2023-11-22,Payment-in,1224,"JAGDISH AGENCY , Chennai","SKT001740, SKT001632",Cash,0,1380.0,-
2023-11-22,Payment-in,1223,"SHA HANJARIMAL DEVICHAND , Perambalur",SKT001589,Cash,0,500.0,-
2023-11-22,Payment-in,1222,"SHA HANJARIMAL DEVICHAND , Perambalur",SKT001669,Online,0,4000.0,-
2023-11-22,Payment-in,1221,"SHA HANJARIMAL DEVICHAND , Perambalur","SKT001728, SKT001698",Cash,0,16000.0,-
2023-11-22,Payment-out,512,SHIV KIDS WORLD,579,Cash,30400.0,0,-
2023-11-22,Payment-in,1220,"DIAMOND FANCY STORE , VANDAVASI","SKT001518, SKT001493",Cash,0,5800.0,-
2023-11-22,Payment-in,1219,"BISMI ,  VIRUDHACHALAM",SKT001727,Online,0,15600.0,-
2023-11-22,Payment-in,1218,"ANANTHAM TEXTILES, Pattukottai","SKT001718, SKT001568",Online,0,14400.0,-
2023-11-21,Expense,1991,"","",Cash,750.0,0,-
2023-11-21,Expense,1990,"","",Cash,60.0,0,-
2023-11-21,Expense,1989,"","",Cash,30.0,0,-
2023-11-21,Payment-in,1217,HANEEFA TEXTILES,SKT001719,Online,0,16000.0,-
2023-11-21,Payment-out,511,"VIVEK CAP AGENCY , Chennai","341, 334",Cash,44400.0,0,-
2023-11-21,Payment-in,1216,"37 CREATIONS, Chennai","SKT001710, SKT001668",Online,0,10900.0,-
2023-11-20,Expense,1988,"","",Bank,40.0,0,-
2023-11-20,Expense,1987,"","",Cash,500.0,0,-
2023-11-20,Payment-in,1215,"SHREE RAJAGANAPATHY TEXTILES , Madurai",SKT001687,Online,0,16650.0,-
2023-11-20,Payment-out,510,"BALAJI CAP HOUSE, Chennai",574,Cash,14400.0,0,-
2023-11-20,Add Money,164,"","",Bank,0,16000.0,-
2023-11-20,Reduce Money,162,"","",Bank,16000.0,0,-
2023-11-20,Expense,1986,"","",Cash,60.0,0,-
2023-11-20,Expense,1985,"","",Cash,2500.0,0,-
2023-11-20,Expense,1984,"","",Cash,50.0,0,-
2023-11-20,Expense,1983,"","",Cash,2500.0,0,-
2023-11-20,Payment-in,1214,"SHA HANJARIMAL DEVICHAND , Perambalur","SKT001728, SKT001716, SKT001642",Cash,0,50000.0,-
2023-11-20,Payment-out,509,"ASHOKAA. , Komarapalayam","544, 537",Cash,28000.0,0,-
2023-11-17,Payment-in,1213,"THAJ CUT PIECE , DINDIGUL",SKT001723,Cheque,0,15600.0,-
2023-11-16,Payment-in,1212,BISMI CUT PIECE. Thiruvannamalai,"SKT001717, SKT001665, SKT001513",Cash,0,31200.0,-
2023-11-10,Payment-in,1211,"MK DECORS , Chennai","SKT001699, SKT001681",Cheque,0,5100.0,-
2023-11-10,Payment-in,1210,"SHA HANJARIMAL DEVICHAND , Perambalur",SKT001642,Cheque,0,4260.0,-
2023-11-10,Expense,1982,"","",Cash,1000.0,0,-
2023-11-10,Expense,1981,"","",Cash,12000.0,0,-
2023-11-10,Expense,1980,"","",Cash,3100.0,0,-
2023-11-09,Expense,1979,"","",Bank,5000.0,0,-
2023-11-09,Expense,1978,"","",Cash,10000.0,0,-
2023-11-09,Expense,1977,"","",Cash,10000.0,0,-
2023-11-09,Expense,1976,"","",Bank,15000.0,0,-
2023-11-09,Payment-out,508,UKESH LOAN BOI,"",Cash,11000.0,0,-
2023-11-09,Expense,1975,"","",Cash,15000.0,0,-
2023-11-09,Payment-out,507,KIRAN LONE BOI,"",Cash,8000.0,0,-
2023-11-09,Expense,1974,"","",Cash,70.0,0,-
2023-11-09,Expense,1973,"","",Cash,30.0,0,-
2023-11-09,Expense,1972,"","",Cash,250.0,0,-
2023-11-09,Expense,1971,"","",Cash,360.0,0,-
2023-11-09,Expense,1970,"","",Cash,1000.0,0,-
2023-11-09,Expense,1969,"","",Cash,140.0,0,-
2023-11-09,Expense,1968,"","",Bank,15000.0,0,-
2023-11-09,Expense,1967,"","",Cash,4900.0,0,-
2023-11-09,Payment-out,506,"SUMEET TEXILES , KARUR",549,Online,8316.0,0,-
2023-11-09,Payment-out,505,"K.L.M TEXTILES , Erode","502, 452",Online,37794.0,0,-
2023-11-09,Payment-out,504,"EKTA FABRICS(KRISHNA) , AHMEDABAD","554, 527, 516",Online,27422.0,0,-
2023-11-09,Payment-out,503,"SHYAM TEXTILES , PALLIPALAYAM, ERODE","571, 568, 564, 528, 509",Cash,150000.0,0,-
2023-11-09,Payment-out,502,"RAMDEV TRADING COMPANY , AHMEDABAD",570,Online,14742.0,0,-
2023-11-09,Payment-out,501,"RAMDEV TRADING COMPANY , AHMEDABAD","570, 533, 498",Cash,43600.0,0,-
2023-11-09,Add Money,163,"","",Bank,0,70000.0,-
2023-11-09,Reduce Money,161,"","",Cash,70000.0,0,-
2023-11-09,Add Money,162,"","",Cash,0,49000.0,-
2023-11-08,Payment-in,1209,"BALAJI NOVELTY , Tindivanaam","SKT001413, SKT001316",Cash,0,15000.0,-
2023-11-08,Payment-in,1208,"SHIVA SHAKTI BANGLES , TINDIVANAM",SKT001562,Cash,0,10000.0,-
2023-11-08,Expense,1966,"","",Cash,140.0,0,-
2023-11-08,Payment-in,1207,"KAVERI BANGLES STORE , THIRUVANNAMALAI",SKT001254,Cash,0,10000.0,-
2023-11-08,Payment-in,1206,BISMI CUT PIECE. Thiruvannamalai,SKT001513,Cash,0,25000.0,-
2023-11-07,Add Money,161,"","",Online,0,49000.0,-
2023-11-07,Payment-in,1205,"SRI RAM ENTERPRISES , Karnataka,",SKT001605,Cheque,0,11400.0,-
2023-11-07,Payment-in,1204,"LABDHEE ENTERPRISES , Chennai",SKT001695,Cash,0,3970.0,-
2023-11-07,Expense,1965,"","",Cash,140.0,0,-
2023-11-07,Payment-in,1203,"DIAMOND BANGLE STORE , MADURANTHAGAM","SKT001490, SKT001422, SKT001359",Cash,0,10000.0,-
2023-11-07,Payment-in,1202,"SHA HANJARIMAL DEVICHAND , Perambalur",SKT001642,Cash,0,1.0,-
2023-11-06,Expense,1964,"","",Cash,70.0,0,-
2023-11-06,Expense,1963,"","",Cash,30.0,0,-
2023-11-06,Expense,1962,"","",Cash,60.0,0,-
2023-11-06,Expense,1961,"","",Cash,250.0,0,-
2023-11-06,Expense,1960,"","",Cash,280.0,0,-
2023-11-06,Expense,1959,"","",Cash,2650.0,0,-
2023-11-06,Reduce Money,160,"","",Cash,49000.0,0,-
2023-11-06,Reduce Money,146,"","",Online,49000.0,0,-
2023-11-06,Payment-in,1201,"RAJA CUT PIECE , KALLAKURICHI",SKT001443,Cheque,0,3000.0,-
